modelo,r2_df,mae_df,rmse_df,mape_df,smape_df,hit_rate_picos,r2_media_ras,mae_media_ras,rmse_media_ras
RF_tunado,0.6554084760772005,10.649028363956237,13.834230317817207,32.27098961619215,22.395804809178824,0.5714285714285714,-0.15673062874875487,0.938494079962394,1.2438058165087857
XGB_tunado,0.6117190945875914,11.626355190224086,14.685059928854109,32.98904656637818,24.40662252979701,0.5714285714285714,0.05552554013060462,0.8457207626683618,1.1191972484391333
