epi_sunday,RA,cases,incidencia_100k,populacao,prediction,lower_ci,upper_ci,modo
2025-01-05,AGUA QUENTE,0.0,0.0,11442,0.04674314814856803,0.0,0.10100677948299475,nowcasting_rolling
2025-01-12,AGUA QUENTE,1.0,8.739730816290859,11442,0.011703360890442513,0.0,0.032458345633154716,nowcasting_rolling
2025-01-19,AGUA QUENTE,0.0,0.0,11442,0.5473612477161984,0.014355127100891707,1.0803673683315052,nowcasting_rolling
2025-01-26,AGUA QUENTE,0.0,0.0,11442,0.21358087160711528,0.0,0.4273918846752097,nowcasting_rolling
2025-02-02,AGUA QUENTE,0.0,0.0,11442,0.26936433304114715,0.0022074397288155967,0.5365212263534787,nowcasting_rolling
2025-02-09,AGUA QUENTE,0.0,0.0,11442,0.06360385778853943,0.0,0.13399143292574422,nowcasting_rolling
2025-02-16,AGUA QUENTE,0.0,0.0,11442,0.06109794534427054,0.0,0.12908910939980378,nowcasting_rolling
2025-02-23,AGUA QUENTE,0.0,0.0,11442,0.006875708997056467,0.0,0.02301399672698126,nowcasting_rolling
2025-03-02,AGUA QUENTE,0.0,0.0,11442,0.013275397094990704,0.0,0.035533724458465255,nowcasting_rolling
2025-03-09,AGUA QUENTE,0.0,0.0,11442,0.018081243293929537,0.0,0.044935414823582126,nowcasting_rolling
2025-03-16,AGUA QUENTE,0.0,0.0,11442,0.05570296906264815,0.0,0.11853490220562368,nowcasting_rolling
2025-03-23,AGUA QUENTE,0.0,0.0,11442,0.04919936099331604,0.0,0.10581187554333946,nowcasting_rolling
2025-03-30,AGUA QUENTE,0.0,0.0,11442,0.1526487560625465,0.0,0.3081902165552325,nowcasting_rolling
2025-04-06,AGUA QUENTE,0.0,0.0,11442,0.0669311528306705,0.0,0.14050062952600417,nowcasting_rolling
2025-04-13,AGUA QUENTE,0.0,0.0,11442,0.0666719328196702,0.0,0.13999351669322038,nowcasting_rolling
2025-04-20,AGUA QUENTE,0.0,0.0,11442,0.10727357191259397,0.0,0.21942261684881453,nowcasting_rolling
2025-04-27,AGUA QUENTE,0.0,0.0,11442,0.0397198921969634,0.0,0.08726716421471356,nowcasting_rolling
2025-05-04,AGUA QUENTE,0.0,0.0,11442,0.044799005360588354,0.0,0.09720344750741135,nowcasting_rolling
2025-05-11,AGUA QUENTE,0.0,0.0,11442,0.024151204546863238,0.0,0.056810097005658734,nowcasting_rolling
2025-05-18,AGUA QUENTE,0.0,0.0,11442,0.016045715930047198,0.0,0.04095330694647819,nowcasting_rolling
2025-05-25,AGUA QUENTE,0.0,0.0,11442,0.04503635423204096,0.0,0.09766777376870536,nowcasting_rolling
2025-06-01,AGUA QUENTE,0.0,0.0,11442,0.009000766302893181,0.0,0.027171252280023678,nowcasting_rolling
2025-06-08,AGUA QUENTE,0.0,0.0,11442,0.002259241517538153,0.0,0.01398278848052378,nowcasting_rolling
2025-06-15,AGUA QUENTE,0.0,0.0,11442,0.00232052862705635,0.0,0.014102684624347592,nowcasting_rolling
