epi_sunday,RA,cases,incidencia_100k,populacao,prediction,lower_ci,upper_ci,modo
2025-01-05,AGUA QUENTE,0.0,0.0,11442,0.04674314814856803,0.0,0.10100677948299475,forecast_fechado_recursivo
2025-01-05,ARAPOANGA,1.0,2.0138553246334783,49656,1.0158363999080127,0.034826180519106575,1.9968466192969188,forecast_fechado_recursivo
2025-01-05,ARNIQUEIRA,1.0,2.20696961002847,45311,0.0016682529985482602,0.0,0.012826635987314811,forecast_fechado_recursivo
2025-01-05,BRAZLÂNDIA,0.0,0.0,42361,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CANDANGOLÂNDIA,0.0,0.0,14714,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CEILÂNDIA,0.0,0.0,290558,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CRUZEIRO,3.0,11.214114832535886,26752,1.1815700572951804,0.0420682776457002,2.3210718369446606,forecast_fechado_recursivo
2025-01-05,FERCAL,0.0,0.0,9251,0.024447639515934903,0.0,0.05739001356504013,forecast_fechado_recursivo
2025-01-05,GAMA,12.0,8.852495297111874,135555,8.321736742152677,0.35407358451591264,16.28939989978944,forecast_fechado_recursivo
2025-01-05,GUARÁ,0.0,0.0,129487,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,ITAPOÃ,0.0,0.0,67825,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,JARDIM BOTÂNICO,0.0,0.0,76035,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,LAGO NORTE,3.0,6.76544212164265,44343,1.2141431043671127,0.04349162866759282,2.3847945800666324,forecast_fechado_recursivo
2025-01-05,LAGO SUL,3.0,10.893246187363834,27540,1.176842985337598,0.041861717826886524,2.311824252848309,forecast_fechado_recursivo
2025-01-05,NÚCLEO BANDEIRANTE,0.0,0.0,22837,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,PARANOÁ,0.0,0.0,56218,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,PARK WAY,0.0,0.0,22939,0.451638696119177,0.010172319415355902,0.8931050728229981,forecast_fechado_recursivo
2025-01-05,PLANALTINA,2.0,1.6218232537018118,123318,0.939582828981679,0.03149411281720316,1.847671545146155,forecast_fechado_recursivo
2025-01-05,PLANO PILOTO,17.0,8.076316439579651,210492,10.28236322671217,0.43974747631316724,20.12497897711117,forecast_fechado_recursivo
2025-01-05,RECANTO DAS EMAS,5.0,4.667139603479819,107132,1.4210542804564272,0.05253306815212655,2.789575492760728,forecast_fechado_recursivo
2025-01-05,RIACHO FUNDO,0.0,0.0,41532,1.1105804705830855,0.03896623132601551,2.1821947098401555,forecast_fechado_recursivo
2025-01-05,RIACHO FUNDO II,0.0,0.0,71022,3.448434895530374,0.14112392868348556,6.755745862377262,forecast_fechado_recursivo
2025-01-05,SAMAMBAIA,2.0,0.8701591956248395,229843,3.5211034837697204,0.14429934267228317,6.897907624867157,forecast_fechado_recursivo
2025-01-05,SANTA MARIA,4.0,3.2495227263495674,123095,7.3502220753206355,0.31162111174707885,14.388823038894191,forecast_fechado_recursivo
2025-01-05,SCIA,0.0,0.0,38504,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,SIA,0.0,0.0,5698,0.05144499296810456,0.0,0.11020501165860455,forecast_fechado_recursivo
2025-01-05,SOBRADINHO,4.0,5.597928766356448,71455,3.2607422393855625,0.13292228474960677,6.388562194021518,forecast_fechado_recursivo
2025-01-05,SOBRADINHO II,0.0,0.0,80891,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,SOL NASCENTE E POR DO SOL,0.0,0.0,110018,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,SUDOESTE/OCTOGONAL,4.0,8.591803419537761,46556,0.8200575147165925,0.02627119100010822,1.6138438384330769,forecast_fechado_recursivo
2025-01-05,SÃO SEBASTIÃO,0.0,0.0,100239,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,TAGUATINGA,8.0,3.926418909633469,203748,3.6217140314182776,0.1486957421092936,7.094732320727262,forecast_fechado_recursivo
2025-01-05,VARJÃO,0.0,0.0,9125,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,VICENTE PIRES,2.0,1.881060541933542,106323,1.264843363127834,0.04570708812270419,2.483979638132964,forecast_fechado_recursivo
2025-01-05,ÁGUAS CLARAS,0.0,0.0,143574,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-12,AGUA QUENTE,1.0,8.739730816290859,11442,0.011703360890442513,0.0,0.04105534180043277,forecast_fechado_recursivo
2025-01-12,ARAPOANGA,1.0,2.0138553246334783,49656,0.7831311929275695,0.0,1.8557748148736801,forecast_fechado_recursivo
2025-01-12,ARNIQUEIRA,0.0,0.0,45311,0.008620582982349152,0.0,0.033803364533545946,forecast_fechado_recursivo
2025-01-12,BRAZLÂNDIA,0.0,0.0,42361,0.0011286512620849029,0.0,0.01617922158838403,forecast_fechado_recursivo
2025-01-12,CANDANGOLÂNDIA,0.0,0.0,14714,0.0011286512620849029,0.0,0.01617922158838403,forecast_fechado_recursivo
2025-01-12,CEILÂNDIA,0.0,0.0,290558,0.0011286512620849029,0.0,0.01617922158838403,forecast_fechado_recursivo
2025-01-12,CRUZEIRO,0.0,0.0,26752,1.1740789933917228,0.0,2.775446826945068,forecast_fechado_recursivo
2025-01-12,FERCAL,0.0,0.0,9251,0.04168072406067352,0.0,0.11157458214563828,forecast_fechado_recursivo
2025-01-12,GAMA,8.0,5.901663531407915,135555,9.085400450324421,0.0,21.38616906096867,forecast_fechado_recursivo
2025-01-12,GUARÁ,0.0,0.0,129487,0.0011286512620849029,0.0,0.01617922158838403,forecast_fechado_recursivo
