epi_sunday,RA,cases,incidencia_100k,populacao,prediction,lower_ci,upper_ci,modo
2025-01-05,AGUA QUENTE,0.0,0.0,11442,0.046743148148568024,0.0,0.10100677948299472,forecast_fechado_recursivo
2025-01-05,ARAPOANGA,1.0,2.0138553246334783,49656,1.0158363999080127,0.034826180519106575,1.9968466192969188,forecast_fechado_recursivo
2025-01-05,ARNIQUEIRA,1.0,2.20696961002847,45311,0.0016682529985482602,0.0,0.012826635987314811,forecast_fechado_recursivo
2025-01-05,BRAZLÂNDIA,0.0,0.0,42361,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CANDANGOLÂNDIA,0.0,0.0,14714,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CEILÂNDIA,0.0,0.0,290558,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,CRUZEIRO,3.0,11.214114832535886,26752,1.18157005729518,0.0420682776457002,2.3210718369446597,forecast_fechado_recursivo
2025-01-05,FERCAL,0.0,0.0,9251,0.024447639515934903,0.0,0.05739001356504013,forecast_fechado_recursivo
2025-01-05,GAMA,12.0,8.852495297111874,135555,8.321736742152677,0.35407358451591264,16.28939989978944,forecast_fechado_recursivo
2025-01-05,GUARÁ,0.0,0.0,129487,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,ITAPOÃ,0.0,0.0,67825,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,JARDIM BOTÂNICO,0.0,0.0,76035,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,LAGO NORTE,3.0,6.76544212164265,44343,1.2141431043671127,0.04349162866759282,2.3847945800666324,forecast_fechado_recursivo
2025-01-05,LAGO SUL,3.0,10.893246187363834,27540,1.1768429853375983,0.041861717826886524,2.31182425284831,forecast_fechado_recursivo
2025-01-05,NÚCLEO BANDEIRANTE,0.0,0.0,22837,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,PARANOÁ,0.0,0.0,56218,0.0017626838443920686,0.0,0.013011371315244286,forecast_fechado_recursivo
2025-01-05,PARK WAY,0.0,0.0,22939,0.451638696119177,0.010172319415355902,0.8931050728229981,forecast_fechado_recursivo
